Gene	Cell Type
CX3CR1	Macrophages
CXCL16	Macrophages
TGFBR1	Macrophages
SLAMF9	Macrophages
MGL2	Macrophages
SCIMP	Macrophages
LILRA5	Macrophages
CLEC4A2	Macrophages
CCL12	Macrophages
CD83	Macrophages
C3AR1	Macrophages
STAB1	Macrophages
MRC1	Macrophages
PARP14	Macrophages
FGD2	Macrophages
FCGR1	Macrophages
RAB7B	Macrophages
RBPJ	Macrophages
SLCO2B1	Macrophages
NAAA	Macrophages
MARCH1	Macrophages
EGLN3	Macrophages
FGL2	Macrophages
CCL6	Macrophages
GPNMB	Macrophages
CLEC4D	Macrophages
ADAM8	Macrophages
ARL11	Macrophages
MMP12	Macrophages
LYVE1	Macrophages
PLTP	Macrophages
VSIG4	Macrophages
MS4A4A	Macrophages
FPR1	Macrophages
CD180	Macrophages
RETNLA	Macrophages
GDF15	Macrophages
RAB20	Macrophages
HFE	Macrophages
TNF	Macrophages
CCR2	Macrophages
SNX20	Macrophages
CD209A	Macrophages
FMNL1	Macrophages
GPR132	Macrophages
SLAMF7	Macrophages
NCEH1	Macrophages
CCL24	Macrophages
C5AR1	Macrophages
CD300A	Macrophages
CXCL2	Macrophages
CCL7	Macrophages
CCL2	Macrophages
IL1B	Macrophages
IRF5	Macrophages
AHR	Macrophages
MYO1G	Macrophages
DUSP5	Macrophages
GPR171	Macrophages
CCR7	Macrophages
DNASE1L3	Macrophages
CXCL1	Macrophages
SAMSN1	Macrophages
NR4A3	Macrophages
CCL22	Macrophages
S100A4	Macrophages
MMP9	Macrophages
HILPDA	Macrophages
NRP2	Macrophages
SLC37A2	Macrophages
CTSK	Macrophages
CD36	Macrophages
LPCAT2	Macrophages
HPGDS	Macrophages
IFNAR2	Macrophages
MS4A7	Macrophages
SLC11A1	Macrophages
HPGD	Macrophages
CCL3	Macrophages
CLEC7A	Macrophages
CD5L	Macrophages
LILR4B	Macrophages
CCL5	Macrophages
CYTH4	Macrophages
CLEC4N	Macrophages
CD209F	Macrophages
CD3E	Macrophages
CD19	Macrophages
CD74	Macrophages
LYZ1	Macrophages
CSF1R	Macrophages
LGALS3	Macrophages
CD68	Macrophages
UCP2	Macrophages
TREML4	Macrophages
FGR	Macrophages
CYBB	Macrophages
CD200	Macrophages
CD200R1	Macrophages
GATA6	Macrophages
H2-AB1	Macrophages
H2-EB1	Macrophages
IL4RA	Macrophages
ITGAX	Macrophages
LY6C1	Macrophages
PPARG	Macrophages
SIGLECF	Macrophages
TYROBP	Macrophages
RGS1	Macrophages
DAB2	Macrophages
P2RY6	Macrophages
MAF	Macrophages
LYZ2	Macrophages
AIF1	Macrophages
CLEC10A	Macrophages
ADGRE4	Macrophages
ADGRE5	Macrophages
CLEC4A3	Macrophages
CLEC4A1	Macrophages
SLC15A3	Macrophages
AKR1B3	Macrophages
CYP27A1	Macrophages
SLC7A7	Macrophages
RUNX3	Macrophages
SYK	Macrophages
CSN2	Mammary epithelial cells
CSN1S2A	Mammary epithelial cells
BTN1A1	Mammary epithelial cells
BTN2A2	Mammary epithelial cells
MMP14	Mammary epithelial cells
TOX3	Mammary epithelial cells
CDH1	Mammary epithelial cells
FFAR1	Mammary epithelial cells
PYGO2	Mammary epithelial cells
SERPINB5	Mammary epithelial cells
RUNX2	Mammary epithelial cells
WAP	Mammary epithelial cells
CITED1	Mammary epithelial cells
IRF6	Mammary epithelial cells
SULT1E1	Mammary epithelial cells
KRT14	Mammary epithelial cells
KDM3A	Mammary epithelial cells
SLC30A2	Mammary epithelial cells
PADI2	Mammary epithelial cells
CLDN1	Mammary epithelial cells
ABCG2	Mammary epithelial cells
PIP	Mammary epithelial cells
KRT5	Mammary epithelial cells
PRLR	Mammary epithelial cells
CLDN4	Mammary epithelial cells
CSN3	Mammary epithelial cells
CSN1S1	Mammary epithelial cells
RARRES1	Mammary epithelial cells
KRT17	Mammary epithelial cells
NNMT	Mammary epithelial cells
ALDH1A3	Mammary epithelial cells
SGMS2	Mammary epithelial cells
PIEZO1	Mammary epithelial cells
ANO1	Mammary epithelial cells
WNT5B	Mammary epithelial cells
NEDD9	Mammary epithelial cells
FOXP4	Mammary epithelial cells
LSR	Mammary epithelial cells
LIF	Mammary epithelial cells
KRT19	Mammary epithelial cells
KRT7	Mammary epithelial cells
STAT3	Mammary epithelial cells
KRT8	Mammary epithelial cells
KRT18	Mammary epithelial cells
WFDC18	Mammary epithelial cells
KIT	Mast cells
ENPP3	Mast cells
IL2RA	Mast cells
IL17A	Mast cells
CRH	Mast cells
HSD11B1	Mast cells
CD274	Mast cells
CXCR2	Mast cells
CXCR4	Mast cells
CCR3	Mast cells
CCR5	Mast cells
LTC4S	Mast cells
GPR34	Mast cells
MGST2	Mast cells
ACHE	Mast cells
CPA3	Mast cells
CPA1	Mast cells
CMA1	Mast cells
HNMT	Mast cells
TPSAB1	Mast cells
PTGDS 	Mast cells
CFP	Mast cells
RAB27B	Mast cells
ATP8B5	Mast cells
SLA	Mast cells
IL1RL1	Mast cells
CSF2RB2	Mast cells
GNAI1	Mast cells
CFD	Mast cells
OSBPL8	Mast cells
ADORA3	Mast cells
HS3ST1	Mast cells
CSF2RB	Mast cells
DAPP1	Mast cells
SLC6A4	Mast cells
MAOB	Mast cells
LILR4B	Mast cells
CSRNP1	Mast cells
CYP11A1	Mast cells
RGS1	Mast cells
MRGPRB2	Mast cells
PLEK	Mast cells
MRGPRB1	Mast cells
HDC	Mast cells
MCPT4	Mast cells
TPSB2	Mast cells
TPH1	Mast cells
CD55	Mast cells
CD200R3	Mast cells
RGS13	Mast cells
TPSG1	Mast cells
SOCS1	Mast cells
BTK	Mast cells
IL4	Mast cells
MS4A2	Mast cells
VWA5A	Mast cells
FCER1A	Mast cells
MCEMP1	Mast cells
MILR1	Mast cells
CCL2	Mast cells
CMA2	Mast cells
CREB3L1	Mast cells
EDNRA	Mast cells
HS6ST2	Mast cells
KCNE3	Mast cells
MCPT9	Mast cells
MEIS2	Mast cells
MRGPRA4	Mast cells
MRGPRX2	Mast cells
OLFR920	Mast cells
PLAU	Mast cells
ADAMTS9	Mast cells
CHST1	Mast cells
COBL	Mast cells
CTSG	Mast cells
DNM3	Mast cells
FAM198B	Mast cells
GRIK2	Mast cells
HPGDS	Mast cells
HS3ST3A1	Mast cells
PAPSS2	Mast cells
PCBD1	Mast cells
PCP4L1	Mast cells
RNF128	Mast cells
SERPINB1A	Mast cells
SLC29A1	Mast cells
SLC45A3	Mast cells
STARD13	Mast cells
A4GALT	Mast cells
ACER3	Mast cells
ARMCX3	Mast cells
ATL2	Mast cells
BBS10	Mast cells
BMPR2	Mast cells
C2	Mast cells
CAR13	Mast cells
CCDC141	Mast cells
CCL7	Mast cells
CDC42BPA	Mast cells
CDH9	Mast cells
COPZ2	Mast cells
MCPT2	Mast cells
ZFP9	Mast cells
ZFP521	Mast cells
ZDHHC13	Mast cells
WDR60	Mast cells
UNC13B	Mast cells
TRANK1	Mast cells
TIAM2	Mast cells
TCF7L1	Mast cells
STK32B	Mast cells
ST6GALNAC3	Mast cells
SOCS2	Mast cells
SPRED1	Mast cells
SMPX	Mast cells
SMARCA1	Mast cells
SLC7A5	Mast cells
SLC4A4	Mast cells
SLC31A2	Mast cells
SGCE	Mast cells
ROR1	Mast cells
RNF180	Mast cells
RBFOX1	Mast cells
RAPGEF2	Mast cells
PDE1C	Mast cells
PCDH7	Mast cells
OPTN	Mast cells
OLFR918	Mast cells
OLFR917	Mast cells
OLFR915	Mast cells
OAF	Mast cells
NEO1	Mast cells
NDST2	Mast cells
NCEH1	Mast cells
MT2	Mast cells
MRGPRX1	Mast cells
MLPH	Mast cells
MITF	Mast cells
MFGE8	Mast cells
LSAMP	Mast cells
LRRC66	Mast cells
LIMA1	Mast cells
KRT4	Mast cells
KDELR3	Mast cells
IDS	Mast cells
HSPA13	Mast cells
HS2ST1	Mast cells
GPM6A	Mast cells
GP1BA	Mast cells
GNAZ	Mast cells
FAM84A	Mast cells
FAM129B	Mast cells
EXT1	Mast cells
ESYT3	Mast cells
ENO2	Mast cells
ENAH	Mast cells
DUSP1	Mast cells
DGKI	Mast cells
DDC	Mast cells
DCLK3	Mast cells
ITGA2B	Megakaryocytes
GP1BA	Megakaryocytes
ITGB3	Megakaryocytes
MPL	Megakaryocytes
LAT	Megakaryocytes
PLEK	Megakaryocytes
S100A9	Megakaryocytes
S100A8	Megakaryocytes
PF4	Megakaryocytes
F13A1	Megakaryocytes
CD9	Megakaryocytes
EPOR	Megakaryocytes
CXCR4	Megakaryocytes
GP5	Megakaryocytes
CXCR1	Megakaryocytes
CXCR2	Megakaryocytes
SLAMF1	Megakaryocytes
PDE6B	Megakaryocytes
MATK	Megakaryocytes
SPON2	Megakaryocytes
MKL2	Megakaryocytes
TLR9	Megakaryocytes
KIF5B	Megakaryocytes
GATA1	Megakaryocytes
FLI1	Megakaryocytes
PROX1	Megakaryocytes
SYP	Megakaryocytes
TSPAN9	Megakaryocytes
RGS18	Megakaryocytes
TREML1	Megakaryocytes
GATA2	Megakaryocytes
VWF	Megakaryocytes
ALOX12	Megakaryocytes
SELP	Megakaryocytes
NFATC1	Megakaryocytes
CIB1	Megakaryocytes
PLK3	Megakaryocytes
MAFG	Megakaryocytes
IL2RA	Megakaryocytes
PECAM1	Megakaryocytes
PPARG	Megakaryocytes
IL6	Megakaryocytes
IL21R	Megakaryocytes
LRP1	Megakaryocytes
ACHE	Megakaryocytes
VEGFA	Megakaryocytes
TGFB1	Megakaryocytes
GP9	Megakaryocytes
AHR	Melanocytes
MC1R	Melanocytes
PMEL	Melanocytes
PTGDS	Melanocytes
SLC45A2	Melanocytes
MLANA	Melanocytes
MITF	Melanocytes
TYR	Melanocytes
TYRP1	Melanocytes
DCT	Melanocytes
FILIP1L	Melanocytes
GPNMB	Melanocytes
LOXL2	Melanocytes
ZC3H7A	Melanocytes
SLK	Melanocytes
SERPINB1A	Melanocytes
DKK3	Melanocytes
AHNAK2	Melanocytes
HSPB1	Melanocytes
PAX3	Melanocytes
TRPM1	Melanocytes
CTNS	Melanocytes
ENPP1	Melanocytes
SOX9	Melanocytes
BNC2	Melanocytes
MEN1	Melanocytes
POMC	Melanocytes
TFAP2A	Melanocytes
RAB38	Melanocytes
CRABP1	Melanocytes
BMI1	Melanocytes
PTN	Melanocytes
KLC2	Melanocytes
IL24	Melanocytes
TPH2	Melanocytes
PPARA	Melanocytes
PPARD	Melanocytes
PPARG	Melanocytes
PRKCA	Melanocytes
FOXC1	Meningeal cells
FOXC2	Meningeal cells
BMP7	Meningeal cells
ZIC1	Meningeal cells
ZIC3	Meningeal cells
ALDH1A2	Meningeal cells
ALX4	Meningeal cells
IGF2	Meningeal cells
VTN	Meningeal cells
IGFBP2	Meningeal cells
DCN	Meningeal cells
LUM	Meningeal cells
PDGFRA	Meningeal cells
IL33	Meningeal cells
PTGDS	Meningeal cells
NNAT	Meningeal cells
NOV	Meningeal cells
SLC47A1	Meningeal cells
CHGA	Merkel cells
KRT20	Merkel cells
FLI1	Merkel cells
GNAI1	Merkel cells
VIL1	Merkel cells
PIEZO2	Merkel cells
ID2	Merkel cells
TRPV4	Merkel cells
ATOH1	Merkel cells
SOX2	Merkel cells
TTF1	Merkel cells
POU4F3	Merkel cells
GFI1	Merkel cells
KRT8	Merkel cells
KRT18	Merkel cells
PDGFB	Mesangial cells
PDGFRB	Mesangial cells
ACTA2	Mesangial cells
TNS1	Mesangial cells
SFRP2	Mesangial cells
ECM1	Mesangial cells
ANGPT2	Mesangial cells
FGF1	Mesangial cells
CTGF	Mesangial cells
PLAU	Mesangial cells
GATA3	Mesangial cells
LEF1	Mesangial cells
MRC1	Mesangial cells
PML	Mesangial cells
OGT	Mesangial cells
NOCT	Mesangial cells
NCOA2	Mesangial cells
PER3	Mesangial cells
PLA2R1	Mesangial cells
TRIP4	Mesangial cells
AMOTL2	Mesangial cells
LATS2	Mesangial cells
YAP1	Mesangial cells
LRP5	Mesangial cells
MIB1	Mesangial cells
NOSTRIN	Mesangial cells
ADAMTSL4	Mesangial cells
EMILIN1	Mesangial cells
ITGA8	Mesangial cells
DYRK1A	Mesangial cells
ARID5B	Mesangial cells
CCR7	Mesangial cells
FN1	Mesangial cells
PAWR	Mesangial cells
PTN	Mesangial cells
SERPINE2	Mesangial cells
TBX18	Mesangial cells
TEK	Mesangial cells
THY1	Mesangial cells
MYL9	Mesangial cells
TPM2	Mesangial cells
CALD1	Mesangial cells
HOPX	Mesangial cells
NR4A2	Mesangial cells
ACTN1	Mesangial cells
AKAP12	Mesangial cells
ROCK1	Mesangial cells
SH3BGRL	Mesangial cells
RASD1	Mesangial cells
SNCG	Mesangial cells
FILIP1L	Mesangial cells
FLNA	Mesangial cells
MEF2C	Mesangial cells
CSTB	Mesangial cells
SMARCA5	Mesangial cells
PDE3A	Mesangial cells
MAP3K20	Mesangial cells
CALB2	Mesothelial cells
MUC16	Mesothelial cells
KRT5	Mesothelial cells
KRT6A	Mesothelial cells
DES	Mesothelial cells
CDH1	Mesothelial cells
HAS2	Mesothelial cells
KRT7	Mesothelial cells
ME1	Mesothelial cells
ME2	Mesothelial cells
MSLN	Mesothelial cells
THBD	Mesothelial cells
WT1	Mesothelial cells
LRRN4	Mesothelial cells
IL17RE	Mesothelial cells
LOX	Mesothelial cells
OASL2	Mesothelial cells
KCNAB1	Mesothelial cells
PKHD1L1	Mesothelial cells
SULF1	Mesothelial cells
DUSP5	Mesothelial cells
MIR22HG	Mesothelial cells
COBLL1	Mesothelial cells
ST3GAL1	Mesothelial cells
FBXO33	Mesothelial cells
FZD1	Mesothelial cells
RASL11A	Mesothelial cells
CDON	Mesothelial cells
BCL3	Mesothelial cells
ACKR3	Mesothelial cells
NPR1	Mesothelial cells
PCSK6	Mesothelial cells
DPP4	Mesothelial cells
RND1	Mesothelial cells
GBP2	Mesothelial cells
C1RA	Mesothelial cells
MEDAG	Mesothelial cells
AR	Mesothelial cells
LGALS7	Mesothelial cells
GSTT1	Mesothelial cells
ANO1	Mesothelial cells
GSTA3	Mesothelial cells
OSR1	Mesothelial cells
TWSG1	Mesothelial cells
MMP23	Mesothelial cells
ADGRD1	Mesothelial cells
CRLS1	Mesothelial cells
FLNC	Mesothelial cells
PTGS2	Mesothelial cells
C2	Mesothelial cells
FMO2	Mesothelial cells
FMOD	Mesothelial cells
FGF1	Mesothelial cells
TRIM30C	Mesothelial cells
EFEMP1	Mesothelial cells
FRAS1	Mesothelial cells
RSPO1	Mesothelial cells
RARRES2	Mesothelial cells
GP2	Microfold cells
SPIB	Microfold cells
PGLYRP1	Microfold cells
CCL9	Microfold cells
EHF	Microfold cells
ANXA5	Microfold cells
SOX8	Microfold cells
MIER3	Microfold cells
NFIC	Microfold cells
SERPINB6A	Microfold cells
CXCL16	Microfold cells
CTSD	Microfold cells
CCL20	Microfold cells
CTSH	Microfold cells
CCL6	Microfold cells
MARCKSL1	Microfold cells
RAC2	Microfold cells
TNFAIP2	Microfold cells
FABP5	Microfold cells
GJB2	Microfold cells
MFGE8	Microfold cells
CYBA	Microfold cells
TMPRSS2	Microfold cells
AHR	Microfold cells
MTF1	Microfold cells
RELB	Microfold cells
TULP4	Microfold cells
ONECUT2	Microfold cells
FOSL2	Microfold cells
IRF6	Microfold cells
IRF2	Microfold cells
ZFP553	Microfold cells
NFIB	Microfold cells
FOXP4	Microfold cells
ITGAM	Microglia
ITGAX	Microglia
C5AR1	Microglia
CX3CR1	Microglia
P2RY12	Microglia
P2RX7	Microglia
CD40	Microglia
TREM2	Microglia
TMEM119	Microglia
GPR34	Microglia
TFF3	Microglia
CBR2	Microglia
ZEB2OS	Microglia
SALL1	Microglia
CSF3R	Microglia
TCIRG1	Microglia
SUSD3	Microglia
GPR183	Microglia
VAV1	Microglia
SLC2A5	Microglia
IL21R	Microglia
IL10RA	Microglia
PTAFR	Microglia
LAG3	Microglia
IL6RA	Microglia
ENTPD1	Microglia
ADRB2	Microglia
TMEM173	Microglia
TBXAS1	Microglia
P2RY6	Microglia
P2RY13	Microglia
CEBPA	Microglia
CD180	Microglia
MYO1F	Microglia
FCRLS	Microglia
OLFML3	Microglia
SIGLECH	Microglia
S100A8	Microglia
LTC4S	Microglia
TGFBR1	Microglia
S100A9	Microglia
LPCAT2	Microglia
ITGB5	Microglia
LAIR1	Microglia
SPHK1	Microglia
COLEC12	Microglia
ALDH1A2	Microglia
AEBP1	Microglia
PTGDS	Microglia
CCR5	Microglia
SLCO2B1	Microglia
PTGS1	Microglia
APBB1IP	Microglia
CYFIP1	Microglia
CYTH4	Microglia
MERTK	Microglia
MAFB	Microglia
HPGDS	Microglia
BIN2	Microglia
FCGR1	Microglia
CMTM6	Microglia
CCL4	Microglia
CCL3	Microglia
CCRL2	Microglia
UCP2	Microglia
CLEC3B	Microglia
MRC2	Microglia
CLEC10A	Microglia
PF4	Microglia
CTS3	Microglia
FCGR3	Microglia
CD53	Microglia
FOS	Microglia
EGR1	Microglia
AIF1	Microglia
CTSS	Microglia
CSF1R	Microglia
SKI	Microglia
C1QB	Microglia
RGS1	Monocytes
CD7	Monocytes
TET2	Monocytes
CD40	Monocytes
DYSF	Monocytes
CMKLR1	Monocytes
MEFV	Monocytes
HCK	Monocytes
PADI4	Monocytes
GHSR	Monocytes
ITGAX	Monocytes
SELE	Monocytes
TLR4	Monocytes
AR	Monocytes
CXCR4	Monocytes
CD86	Monocytes
CCR2	Monocytes
TNFRSF14	Monocytes
MGMT	Monocytes
CD14	Monocytes
CD33	Monocytes
ITGAM	Monocytes
ACE	Monocytes
FUT4	Monocytes
ICAM1	Monocytes
SELL	Monocytes
CD163	Monocytes
FCGR2B	Monocytes
ACP5	Monocytes
MRC1	Monocytes
TNF	Monocytes
PLAU	Monocytes
IRF7	Monocytes
PLSCR1	Monocytes
MX1	Monocytes
IL1RN	Monocytes
IFIT1	Monocytes
IDO1	Monocytes
IFIT3	Monocytes
TNFSF10	Monocytes
CXCL10	Monocytes
S100A9	Monocytes
S100A8	Monocytes
S100A4	Monocytes
CLEC7A	Monocytes
CSF3R	Monocytes
MNDA	Monocytes
ZFP36L2	Monocytes
LTA4H	Monocytes
CLEC12A	Monocytes
CD48	Monocytes
PRTN3	Monocytes
VCAN	Monocytes
LY6C2	Monocytes
IFITM3	Monocytes
FN1	Monocytes
ADGRE1	Monocytes
CD44	Monocytes
CSF1R	Monocytes
CX3CR1	Monocytes
ITGAL	Monocytes
LY6C1	Monocytes
LY6G	Monocytes
PECAM1	Monocytes
PTPRC	Monocytes
SPN	Monocytes
PSAP	Monocytes
RHOC	Monocytes
PILRA	Monocytes
NFKBIZ	Monocytes
NAAA	Monocytes
LY6E	Monocytes
LYN	Monocytes
MS4A7	Monocytes
CEBPB	Monocytes
CD68	Monocytes
IFI30	Monocytes
RGS2	Monocytes
LST1	Monocytes
SPI1	Monocytes
TYMP	Monocytes
FGL2	Monocytes
PYCARD	Monocytes
LYST	Monocytes
CCL3	Monocytes
IL1B	Monocytes
CFP	Monocytes
CD36	Monocytes
ISL1	Motor neurons
MNX1	Motor neurons
ISL2	Motor neurons
CHAT	Motor neurons
VSX2	Motor neurons
EN1	Motor neurons
EVX1	Motor neurons
EVX2	Motor neurons
FGF1	Motor neurons
LHX3	Motor neurons
NKX6-1	Motor neurons
NGFR	Motor neurons
REG2	Motor neurons
SIM1	Motor neurons
TLR2	Müller cells
IL6	Müller cells
CNR2	Müller cells
VEGFA	Müller cells
SLC38A5	Müller cells
SLC38A3	Müller cells
IL33	Müller cells
RDH10	Müller cells
SLITRK2	Müller cells
SYNPR	Müller cells
ABCA8A	Müller cells
CROT	Müller cells
CRYM	Müller cells
CAR14	Müller cells
COL9A1	Müller cells
SIX3OS1	Müller cells
DAPL1	Müller cells
AQP4	Müller cells
RLBP1	Müller cells
DKK3	Müller cells
VSX2	Müller cells
COL1A1	Müller cells
COL2A1	Müller cells
COL3A1	Müller cells
COL4A2	Müller cells
COL5A1	Müller cells
COL6A1	Müller cells
COL11A1	Müller cells
GLUL	Müller cells
CLU	Müller cells
S100A16	Müller cells
SOX2	Müller cells
APOE	Müller cells
DBI	Müller cells
GNAI2	Müller cells
GPR37	Müller cells
KCNJ2	Müller cells
KCNJ10	Müller cells
SPC25	Müller cells
ITM2B	Müller cells
ATG4B	Müller cells
ZBED4	Müller cells
PRDX6	Müller cells
SLC1A3	Müller cells
HES1	Müller cells
KIT	Müller cells
CRB1	Müller cells
ANXA4	Müller cells
CD44	Müller cells
GSTT1	Müller cells
GSTM5	Müller cells
SLC6A1	Müller cells
SFTPA1	Müller cells
ITGAM	Myeloid-derived suppressor cells
FUT4	Myeloid-derived suppressor cells
CD33	Myeloid-derived suppressor cells
CCR2	Myeloid-derived suppressor cells
ICAM1	Myeloid-derived suppressor cells
CD80	Myeloid-derived suppressor cells
CXCR1	Myeloid-derived suppressor cells
ADGRE1	Myeloid-derived suppressor cells
LY6G	Myeloid-derived suppressor cells
S100A9	Myeloid-derived suppressor cells
S100A4	Myeloid-derived suppressor cells
S100A8	Myeloid-derived suppressor cells
MYOG	Myoblasts
LIF	Myoblasts
NGF	Myoblasts
IGF2	Myoblasts
ANGPT2	Myoblasts
ACHE	Myoblasts
ADAM12	Myoblasts
TPM2	Myoblasts
ENO3	Myoblasts
DES	Myoblasts
CDH15	Myoblasts
CAPN1	Myoblasts
MYF6	Myoblasts
MYF5	Myoblasts
MYOD1	Myoblasts
PAX3	Myoblasts
PAX7	Myoblasts
TBX3	Myoblasts
TTN	Myoblasts
MUSK	Myoblasts
FLNC	Myoblasts
FGFR4	Myoblasts
STK40	Myoblasts
CXCL1	Myoblasts
TNFRSF12A	Myoblasts
ARL4D	Myoblasts
CCL2	Myoblasts
MYD88	Myoblasts
BRAF	Myoblasts
EGFR	Myoblasts
ZBTB16	Myoblasts
SIX1	Myoblasts
PDZRN3	Myoblasts
ACTC1	Myocytes
FHL2	Myocytes
ACTA1	Myocytes
TNNI1	Myocytes
TNNI2	Myocytes
TNNT1	Myocytes
TNNT3	Myocytes
TNNC1	Myocytes
TNNC2	Myocytes
ACTN2	Myocytes
ACTN3	Myocytes
ANKRD1	Myocytes
ANKRD2	Myocytes
CAPZA3	Myocytes
CLOCK	Myocytes
DES	Myocytes
DMD	Myocytes
IL4	Myocytes
ITGA7	Myocytes
LAMA2	Myocytes
LAMB1	Myocytes
LDB1	Myocytes
LDB3	Myocytes
MSTN	Myocytes
MYH1	Myocytes
MYH4	Myocytes
MYH7	Myocytes
MYH8	Myocytes
NBR1	Myocytes
NEB	Myocytes
NID1	Myocytes
NID2	Myocytes
TMOD4	Myocytes
TPM2	Myocytes
TTN	Myocytes
MYF5	Myocytes
MYF6	Myocytes
MYOD1	Myocytes
MYOG	Myocytes
SIX1	Myocytes
SIX4	Myocytes
PAX3	Myocytes
PAX7	Myocytes
ADAM12	Myocytes
ARHGAP26	Myocytes
CAV3	Myocytes
CDH15	Myocytes
CMKLR1	Myocytes
CXCR4	Myocytes
DLL1	Myocytes
DOCK1	Myocytes
DOCK5	Myocytes
FLNC	Myocytes
IL4RA	Myocytes
IQSEC1	Myocytes
ITGA3	Myocytes
MMP2	Myocytes
MMP9	Myocytes
MRC1	Myocytes
MYH14	Myocytes
NOTCH3	Myocytes
NPHS1	Myocytes
OLFR599	Myocytes
PLD1	Myocytes
PRKCQ	Myocytes
PTGIR	Myocytes
PTK2	Myocytes
PXN	Myocytes
SULF1	Myocytes
TRIO	Myocytes
WASHC1	Myocytes
WIPF1	Myocytes
NPPA	Myocytes
NPPB	Myocytes
EDN1	Myocytes
GATA4	Myocytes
GATA5	Myocytes
MEF2A	Myocytes
MEF2B	Myocytes
MEF2D	Myocytes
POPDC2	Myocytes
CHODL	Myocytes
MYLPF	Myocytes
MYL1	Myocytes
CKM	Myocytes
TCAP	Myocytes
MYOZ1	Myocytes
PYGM	Myocytes
ENO3	Myocytes
THBS4	Myocytes
SFN	Myoepithelial cells
ACTA2	Myoepithelial cells
CNN1	Myoepithelial cells
MME	Myoepithelial cells
CD109	Myoepithelial cells
KRT14	Myoepithelial cells
KRT17	Myoepithelial cells
EGFR	Myoepithelial cells
SERPINB5	Myoepithelial cells
NGFR	Myoepithelial cells
CDH3	Myoepithelial cells
MYH11	Myoepithelial cells
FST	Myoepithelial cells
ACTG2	Myoepithelial cells
MDFI	Myoepithelial cells
PXN	Myoepithelial cells
LAMB3	Myoepithelial cells
LAMC2	Myoepithelial cells
GRWD1	Myoepithelial cells
SPHK1	Myoepithelial cells
SMIM3	Myoepithelial cells
KRT5	Myoepithelial cells
MYLK	Myoepithelial cells
MYL9	Myoepithelial cells
CDH11	Myofibroblasts
DES	Myofibroblasts
PALLD	Myofibroblasts
ACTA2	Myofibroblasts
GFAP	Myofibroblasts
TNS1	Myofibroblasts
CALD1	Myofibroblasts
MYL9	Myofibroblasts
TAGLN	Myofibroblasts
IL12RB2	Natural killer T cells
IL17RA	Natural killer T cells
IL12RB1	Natural killer T cells
KLRB1	Natural killer T cells
RORA	Natural killer T cells
ITGB2	Natural killer T cells
EGR1	Natural killer T cells
MAP3K8	Natural killer T cells
NR4A1	Natural killer T cells
GZMB	Natural killer T cells
TNFRSF8	Natural killer T cells
PRF1	Natural killer T cells
IL2RB	Natural killer T cells
ZBTB16	Natural killer T cells
TBX21	Natural killer T cells
GATA3	Natural killer T cells
NCAM1	Natural killer T cells
S1PR1	Natural killer T cells
STYK1	Natural killer T cells
TCF7	Natural killer T cells
SLAMF7	Natural killer T cells
ZFP683	Natural killer T cells
CXCR4	Natural killer T cells
CD44	Natural killer T cells
SOX1	Neural stem/precursor cells
PROM1	Neural stem/precursor cells
IGF1R	Neural stem/precursor cells
SP8	Neural stem/precursor cells
GFAP	Neural stem/precursor cells
RBM3	Neural stem/precursor cells
SOX3	Neural stem/precursor cells
S100B	Neural stem/precursor cells
SLC1A3	Neural stem/precursor cells
NEUROD4	Neural stem/precursor cells
NEUROG1	Neural stem/precursor cells
NEUROG2	Neural stem/precursor cells
NHLH1	Neural stem/precursor cells
PPP1R17	Neural stem/precursor cells
TMTC4	Neural stem/precursor cells
EOMES	Neural stem/precursor cells
PLEKHH2	Neural stem/precursor cells
TLR3	Neural stem/precursor cells
PARP12	Neural stem/precursor cells
P2RX7	Neural stem/precursor cells
INAFM2	Neural stem/precursor cells
ISG15	Neural stem/precursor cells
IGFBP3	Neural stem/precursor cells
IFIT1	Neural stem/precursor cells
IFI44	Neural stem/precursor cells
MGAT5	Neural stem/precursor cells
PBK	Neural stem/precursor cells
DLX2	Neural stem/precursor cells
CBX3	Neural stem/precursor cells
RND3	Neural stem/precursor cells
DLX5	Neural stem/precursor cells
SP9	Neural stem/precursor cells
POU3F4	Neural stem/precursor cells
DYNLT1C	Neural stem/precursor cells
BARHL2	Neural stem/precursor cells
LHX9	Neural stem/precursor cells
SHOX2	Neural stem/precursor cells
DBX1	Neural stem/precursor cells
DLL3	Neural stem/precursor cells
PITX2	Neural stem/precursor cells
OTX1	Neural stem/precursor cells
ARX	Neural stem/precursor cells
NXPH1	Neural stem/precursor cells
TOX3	Neural stem/precursor cells
ASCL2	Neural stem/precursor cells
HES5	Neural stem/precursor cells
HOPX	Neural stem/precursor cells
NEUROD1	Neural stem/precursor cells
PRSS56	Neural stem/precursor cells
SOX9	Neural stem/precursor cells
ALDOC	Neural stem/precursor cells
APOE	Neural stem/precursor cells
ID4	Neural stem/precursor cells
SOX2	Neural stem/precursor cells
DCX	Neural stem/precursor cells
CCND2	Neural stem/precursor cells
DLX1	Neural stem/precursor cells
S100A6	Neural stem/precursor cells
NTNG1	Neuroblasts
TSHZ1	Neuroblasts
SP9	Neuroblasts
SP8	Neuroblasts
PROK2	Neuroblasts
ASCL1	Neuroblasts
DLL3	Neuroblasts
