Gene	Cell_Type
PAX2	Kidney_progenitor_cells
EYA1	Kidney_progenitor_cells
WT1	Kidney_progenitor_cells
SIX2	Kidney_progenitor_cells
SALL1	Kidney_progenitor_cells
CITED1	Kidney_progenitor_cells
TNF	Kupffer_cells
MPO	Kupffer_cells
VSIG4	Kupffer_cells
PROK2	Kupffer_cells
STARD5	Kupffer_cells
MSR1	Kupffer_cells
TLR9	Kupffer_cells
PPARA	Kupffer_cells
TREM1	Kupffer_cells
SLC11A1	Kupffer_cells
TLR4	Kupffer_cells
MMP13	Kupffer_cells
CD14	Kupffer_cells
VDR	Kupffer_cells
CHIT1	Kupffer_cells
OSM	Kupffer_cells
PPARD	Kupffer_cells
CLEC4F	Kupffer_cells
ADGRE1	Kupffer_cells
IL1B	Kupffer_cells
SLC40A1	Kupffer_cells
FCNA	Kupffer_cells
TIMD4	Kupffer_cells
MNDA	Kupffer_cells
SLC15A3	Kupffer_cells
DNASE1L3	Kupffer_cells
MARCO	Kupffer_cells
EAR2	Kupffer_cells
HFE	Kupffer_cells
CD38	Kupffer_cells
ADGRE4	Kupffer_cells
CD163	Kupffer_cells
CCR5	Kupffer_cells
CLEC1B	Kupffer_cells
SIGLECF	Kupffer_cells
CLEC4G	Kupffer_cells
GPIHBP1	Kupffer_cells
FOLR2	Kupffer_cells
PLTP	Kupffer_cells
IRF7	Kupffer_cells
SPIC	Kupffer_cells
CSF1R	Kupffer_cells
C1QC	Kupffer_cells
C1QA	Kupffer_cells
C1QB	Kupffer_cells
CLEC4E	Kupffer_cells
ACHE	Langerhans_cells
CD207	Langerhans_cells
EHF	Langerhans_cells
PRKCB	Langerhans_cells
AHR	Langerhans_cells
GPNMB	Langerhans_cells
EPCAM	Langerhans_cells
CD80	Langerhans_cells
PTPRC	Langerhans_cells
TLR2	Langerhans_cells
TLR4	Langerhans_cells
TLR9	Langerhans_cells
CCR6	Langerhans_cells
DEFB3	Langerhans_cells
CLDN1	Langerhans_cells
HSD11B2	Leydig_cells
MAFB	Leydig_cells
ALDH1A1	Leydig_cells
SLC9A8	Leydig_cells
KISS1	Leydig_cells
PDE8A	Leydig_cells
LEP	Leydig_cells
CXCL10	Leydig_cells
PTCH1	Leydig_cells
GATA4	Leydig_cells
ACSBG1	Leydig_cells
INHA	Leydig_cells
HSD3B1	Leydig_cells
DHCR7	Leydig_cells
CALB2	Leydig_cells
CYP17A1	Leydig_cells
CYP11A1	Leydig_cells
IGF1	Leydig_cells
INSL3	Leydig_cells
NR5A2	Leydig_cells
LHCGR	Leydig_cells
MLANA	Leydig_cells
RLN1	Leydig_cells
RLN3	Leydig_cells
TAC1	Leydig_cells
STAR	Leydig_cells
THBS2	Leydig_cells
PTGDS	Leydig_cells
LCN2	Leydig_cells
HSD17B3	Leydig_cells
ASS1	Leydig_cells
PRLR	Leydig_cells
REN1	Leydig_cells
AKR1CL	Leydig_cells
CYP26B1	Leydig_cells
IGF2	Leydig_cells
IGFBP5	Leydig_cells
CFD	Leydig_cells
DLK1	Leydig_cells
IGFBP3	Leydig_cells
INHBA	Leydig_cells
VIT	Leydig_cells
ALDH1A3	Leydig_cells
NOS1	Leydig_cells
EDNRA	Leydig_cells
SMOC2	Leydig_cells
ADAM21	Leydig_cells
ESRRG	Leydig_cells
GPRC6A	Leydig_cells
GJA1	Leydig_cells
GAS6	Leydig_cells
SULT1E1	Leydig_cells
CYP19A1	Leydig_cells
PLAUR	Leydig_cells
FABP9	Leydig_cells
CLDN16	Loop_of_Henle_cells
CLDN8	Loop_of_Henle_cells
UMOD	Loop_of_Henle_cells
FABP4	Loop_of_Henle_cells
AQP1	Loop_of_Henle_cells
CLDN10	Loop_of_Henle_cells
CLDN19	Loop_of_Henle_cells
SLC12A1	Loop_of_Henle_cells
DEFB1	Loop_of_Henle_cells
CLCNKA	Loop_of_Henle_cells
TRPM7	Loop_of_Henle_cells
CDH6	Loop_of_Henle_cells
LCN2	Loop_of_Henle_cells
DKK1	Loop_of_Henle_cells
DACH1	Loop_of_Henle_cells
SLC12A3	Loop_of_Henle_cells
SLC11A2	Loop_of_Henle_cells
ARVCF	Loop_of_Henle_cells
RGS5	Loop_of_Henle_cells
COX4I2	Loop_of_Henle_cells
CYP4B1	Loop_of_Henle_cells
PARVB	Loop_of_Henle_cells
SH3RF2	Loop_of_Henle_cells
HEY2	Loop_of_Henle_cells
NKAIN4	Loop_of_Henle_cells
ADAMTS5	Loop_of_Henle_cells
CXCL1	Loop_of_Henle_cells
GEM	Loop_of_Henle_cells
FGA	Loop_of_Henle_cells
PLA2G7	Loop_of_Henle_cells
THBS1	Loop_of_Henle_cells
ENC1	Loop_of_Henle_cells
SPSB1	Loop_of_Henle_cells
ARID5A	Loop_of_Henle_cells
CD40	Loop_of_Henle_cells
SLC14A2	Loop_of_Henle_cells
NRGN	Loop_of_Henle_cells
RNF182	Loop_of_Henle_cells
PCSK9	Loop_of_Henle_cells
DRAM1	Loop_of_Henle_cells
ARC	Loop_of_Henle_cells
NEK6	Loop_of_Henle_cells
CDKN1C	Loop_of_Henle_cells
CALCRL	Loop_of_Henle_cells
SMARCD3	Loop_of_Henle_cells
KCNT1	Loop_of_Henle_cells
PTGS2	Loop_of_Henle_cells
IRX2	Loop_of_Henle_cells
PPP1R1B	Loop_of_Henle_cells
LIPG	Loop_of_Henle_cells
TNNI1	Loop_of_Henle_cells
LRRC66	Loop_of_Henle_cells
IGF1	Loop_of_Henle_cells
FGFR2	Luminal_epithelial_cells
FGG	Luminal_epithelial_cells
KRT18	Luminal_epithelial_cells
SLPI	Luminal_epithelial_cells
PROM1	Luminal_epithelial_cells
KRT19	Luminal_epithelial_cells
SYTL2	Luminal_epithelial_cells
CD74	Luminal_epithelial_cells
AGR2	Luminal_epithelial_cells
LTF	Luminal_epithelial_cells
SAA2	Luminal_epithelial_cells
KRT23	Luminal_epithelial_cells
WFDC2	Luminal_epithelial_cells
LCN2	Luminal_epithelial_cells
BTG1	Luminal_epithelial_cells
CLDN4	Luminal_epithelial_cells
ANXA1	Luminal_epithelial_cells
HMGA1	Luminal_epithelial_cells
STC2	Luminal_epithelial_cells
AREG	Luminal_epithelial_cells
TNFSF10	Luminal_epithelial_cells
PIP	Luminal_epithelial_cells
ATP7B	Luminal_epithelial_cells
HIF1A	Luminal_epithelial_cells
FGFR4	Luminal_epithelial_cells
DDR1	Luminal_epithelial_cells
CEBPD	Luminal_epithelial_cells
PGR	Luminal_epithelial_cells
KRT8	Luminal_epithelial_cells
UXT	Luminal_epithelial_cells
PTH1R	Luminal_epithelial_cells
CD9	Luminal_epithelial_cells
AR	Luminal_epithelial_cells
AQP3	Luminal_epithelial_cells
ATP2C2	Luminal_epithelial_cells
WNT5A	Luminal_epithelial_cells
SLC12A2	Luminal_epithelial_cells
ESR1	Luminal_epithelial_cells
AQP5	Luminal_epithelial_cells
RUNX1	Luminal_epithelial_cells
CDH1	Luminal_epithelial_cells
MUC1	Luminal_epithelial_cells
ANPEP	Luminal_epithelial_cells
AKT1	Luteal_cells
LHCGR	Luteal_cells
HSD3B1	Luteal_cells
CYP11A1	Luteal_cells
EPHX2	Luteal_cells
SFRP4	Luteal_cells
PLIN5	Luteal_cells
BHMT	Luteal_cells
PGAM1	Luteal_cells
CHKA	Luteal_cells
ADAMTS1	Luteal_cells
SLC16A2	Luteal_cells
PMPCB	Luteal_cells
SDC1	Luteal_cells
BCAT1	Luteal_cells
RORA	Luteal_cells
AIF1L	Luteal_cells
DHCR7	Luteal_cells
EPDR1	Luteal_cells
AVPI1	Luteal_cells
GAMT	Luteal_cells
PRLR	Luteal_cells
TMEM86A	Luteal_cells
CITED4	Luteal_cells
DYNLT1A	Luteal_cells
GAPDH	Luteal_cells
FKBP5	Luteal_cells
ME1	Luteal_cells
Ms4a6c	Macrophages
Plbd1	Macrophages
Sirpb1c	Macrophages
Alox5ap	Macrophages
Pld4	Macrophages
Slc8a1	Macrophages
ITGAL	Macrophages
ITGAM	Macrophages
CD14	Macrophages
FUT4	Macrophages
CD33	Macrophages
CD80	Macrophages
CD86	Macrophages
CD163	Macrophages
CCR5	Macrophages
TLR2	Macrophages
TLR4	Macrophages
ADGRE1	Macrophages
GPR34	Macrophages
CCL9	Macrophages
TREM2	Macrophages
FABP4	Macrophages
S100A8	Macrophages
WFDC17	Macrophages
CPM	Macrophages
CHIT1	Macrophages
F13A1	Macrophages
H2-DMA	Macrophages
CX3CR1	Macrophages
CXCL16	Macrophages
TGFBR1	Macrophages
SLAMF9	Macrophages
MGL2	Macrophages
SCIMP	Macrophages
LILRA5	Macrophages
CLEC4A2	Macrophages
CCL12	Macrophages
CD83	Macrophages
C3AR1	Macrophages
STAB1	Macrophages
MRC1	Macrophages
PARP14	Macrophages
FGD2	Macrophages
FCGR1	Macrophages
RAB7B	Macrophages
RBPJ	Macrophages
SLCO2B1	Macrophages
NAAA	Macrophages
MARCH1	Macrophages
EGLN3	Macrophages
FGL2	Macrophages
CCL6	Macrophages
GPNMB	Macrophages
CLEC4D	Macrophages
ADAM8	Macrophages
ARL11	Macrophages
MMP12	Macrophages
LYVE1	Macrophages
PLTP	Macrophages
VSIG4	Macrophages
MS4A4A	Macrophages
FPR1	Macrophages
CD180	Macrophages
RETNLA	Macrophages
GDF15	Macrophages
RAB20	Macrophages
HFE	Macrophages
TNF	Macrophages
CCR2	Macrophages
SNX20	Macrophages
CD209A	Macrophages
FMNL1	Macrophages
GPR132	Macrophages
SLAMF7	Macrophages
NCEH1	Macrophages
CCL24	Macrophages
C5AR1	Macrophages
CD300A	Macrophages
CXCL2	Macrophages
CCL7	Macrophages
CCL2	Macrophages
IL1B	Macrophages
IRF5	Macrophages
AHR	Macrophages
MYO1G	Macrophages
DUSP5	Macrophages
GPR171	Macrophages
CCR7	Macrophages
DNASE1L3	Macrophages
CXCL1	Macrophages
SAMSN1	Macrophages
NR4A3	Macrophages
CCL22	Macrophages
S100A4	Macrophages
MMP9	Macrophages
HILPDA	Macrophages
NRP2	Macrophages
SLC37A2	Macrophages
CTSK	Macrophages
CD36	Macrophages
LPCAT2	Macrophages
HPGDS	Macrophages
IFNAR2	Macrophages
MS4A7	Macrophages
SLC11A1	Macrophages
HPGD	Macrophages
CCL3	Macrophages
CLEC7A	Macrophages
CD5L	Macrophages
LILR4B	Macrophages
CCL5	Macrophages
CYTH4	Macrophages
CLEC4N	Macrophages
CD209F	Macrophages
CD3E	Macrophages
CD19	Macrophages
CD74	Macrophages
LYZ1	Macrophages
CSF1R	Macrophages
LGALS3	Macrophages
CD68	Macrophages
UCP2	Macrophages
TREML4	Macrophages
FGR	Macrophages
CYBB	Macrophages
CD200	Macrophages
CD200R1	Macrophages
GATA6	Macrophages
H2-AB1	Macrophages
H2-EB1	Macrophages
IL4RA	Macrophages
ITGAX	Macrophages
LY6C1	Macrophages
PPARG	Macrophages
SIGLECF	Macrophages
TYROBP	Macrophages
RGS1	Macrophages
DAB2	Macrophages
P2RY6	Macrophages
MAF	Macrophages
LYZ2	Macrophages
AIF1	Macrophages
CLEC10A	Macrophages
ADGRE4	Macrophages
ADGRE5	Macrophages
CLEC4A3	Macrophages
CLEC4A1	Macrophages
SLC15A3	Macrophages
AKR1B3	Macrophages
CYP27A1	Macrophages
SLC7A7	Macrophages
RUNX3	Macrophages
SYK	Macrophages
CSN2	Mammary_epithelial_cells
CSN1S2A	Mammary_epithelial_cells
BTN1A1	Mammary_epithelial_cells
BTN2A2	Mammary_epithelial_cells
MMP14	Mammary_epithelial_cells
TOX3	Mammary_epithelial_cells
CDH1	Mammary_epithelial_cells
FFAR1	Mammary_epithelial_cells
PYGO2	Mammary_epithelial_cells
SERPINB5	Mammary_epithelial_cells
RUNX2	Mammary_epithelial_cells
WAP	Mammary_epithelial_cells
CITED1	Mammary_epithelial_cells
IRF6	Mammary_epithelial_cells
SULT1E1	Mammary_epithelial_cells
KRT14	Mammary_epithelial_cells
KDM3A	Mammary_epithelial_cells
SLC30A2	Mammary_epithelial_cells
PADI2	Mammary_epithelial_cells
CLDN1	Mammary_epithelial_cells
ABCG2	Mammary_epithelial_cells
PIP	Mammary_epithelial_cells
KRT5	Mammary_epithelial_cells
PRLR	Mammary_epithelial_cells
CLDN4	Mammary_epithelial_cells
CSN3	Mammary_epithelial_cells
CSN1S1	Mammary_epithelial_cells
RARRES1	Mammary_epithelial_cells
KRT17	Mammary_epithelial_cells
NNMT	Mammary_epithelial_cells
ALDH1A3	Mammary_epithelial_cells
SGMS2	Mammary_epithelial_cells
PIEZO1	Mammary_epithelial_cells
ANO1	Mammary_epithelial_cells
WNT5B	Mammary_epithelial_cells
NEDD9	Mammary_epithelial_cells
FOXP4	Mammary_epithelial_cells
LSR	Mammary_epithelial_cells
LIF	Mammary_epithelial_cells
KRT19	Mammary_epithelial_cells
KRT7	Mammary_epithelial_cells
STAT3	Mammary_epithelial_cells
KRT8	Mammary_epithelial_cells
KRT18	Mammary_epithelial_cells
WFDC18	Mammary_epithelial_cells
KIT	Mast_cells
ENPP3	Mast_cells
IL2RA	Mast_cells
IL17A	Mast_cells
CRH	Mast_cells
HSD11B1	Mast_cells
CD274	Mast_cells
CXCR2	Mast_cells
CXCR4	Mast_cells
CCR3	Mast_cells
CCR5	Mast_cells
LTC4S	Mast_cells
GPR34	Mast_cells
MGST2	Mast_cells
ACHE	Mast_cells
CPA3	Mast_cells
CPA1	Mast_cells
CMA1	Mast_cells
HNMT	Mast_cells
TPSAB1	Mast_cells
PTGDS_	Mast_cells
CFP	Mast_cells
RAB27B	Mast_cells
ATP8B5	Mast_cells
SLA	Mast_cells
IL1RL1	Mast_cells
CSF2RB2	Mast_cells
GNAI1	Mast_cells
CFD	Mast_cells
OSBPL8	Mast_cells
ADORA3	Mast_cells
HS3ST1	Mast_cells
CSF2RB	Mast_cells
DAPP1	Mast_cells
SLC6A4	Mast_cells
MAOB	Mast_cells
LILR4B	Mast_cells
CSRNP1	Mast_cells
CYP11A1	Mast_cells
RGS1	Mast_cells
MRGPRB2	Mast_cells
PLEK	Mast_cells
MRGPRB1	Mast_cells
HDC	Mast_cells
MCPT4	Mast_cells
TPSB2	Mast_cells
TPH1	Mast_cells
CD55	Mast_cells
CD200R3	Mast_cells
RGS13	Mast_cells
TPSG1	Mast_cells
SOCS1	Mast_cells
BTK	Mast_cells
IL4	Mast_cells
MS4A2	Mast_cells
VWA5A	Mast_cells
FCER1A	Mast_cells
MCEMP1	Mast_cells
MILR1	Mast_cells
CCL2	Mast_cells
CMA2	Mast_cells
CREB3L1	Mast_cells
EDNRA	Mast_cells
HS6ST2	Mast_cells
KCNE3	Mast_cells
MCPT9	Mast_cells
MEIS2	Mast_cells
MRGPRA4	Mast_cells
MRGPRX2	Mast_cells
OLFR920	Mast_cells
PLAU	Mast_cells
ADAMTS9	Mast_cells
CHST1	Mast_cells
COBL	Mast_cells
CTSG	Mast_cells
DNM3	Mast_cells
FAM198B	Mast_cells
GRIK2	Mast_cells
HPGDS	Mast_cells
HS3ST3A1	Mast_cells
PAPSS2	Mast_cells
PCBD1	Mast_cells
PCP4L1	Mast_cells
RNF128	Mast_cells
SERPINB1A	Mast_cells
SLC29A1	Mast_cells
SLC45A3	Mast_cells
STARD13	Mast_cells
A4GALT	Mast_cells
ACER3	Mast_cells
ARMCX3	Mast_cells
ATL2	Mast_cells
BBS10	Mast_cells
BMPR2	Mast_cells
C2	Mast_cells
CAR13	Mast_cells
CCDC141	Mast_cells
CCL7	Mast_cells
CDC42BPA	Mast_cells
CDH9	Mast_cells
COPZ2	Mast_cells
MCPT2	Mast_cells
ZFP9	Mast_cells
ZFP521	Mast_cells
ZDHHC13	Mast_cells
WDR60	Mast_cells
UNC13B	Mast_cells
TRANK1	Mast_cells
TIAM2	Mast_cells
TCF7L1	Mast_cells
STK32B	Mast_cells
ST6GALNAC3	Mast_cells
SOCS2	Mast_cells
SPRED1	Mast_cells
SMPX	Mast_cells
SMARCA1	Mast_cells
SLC7A5	Mast_cells
SLC4A4	Mast_cells
SLC31A2	Mast_cells
SGCE	Mast_cells
ROR1	Mast_cells
RNF180	Mast_cells
RBFOX1	Mast_cells
RAPGEF2	Mast_cells
PDE1C	Mast_cells
PCDH7	Mast_cells
OPTN	Mast_cells
OLFR918	Mast_cells
OLFR917	Mast_cells
OLFR915	Mast_cells
OAF	Mast_cells
NEO1	Mast_cells
NDST2	Mast_cells
NCEH1	Mast_cells
MT2	Mast_cells
MRGPRX1	Mast_cells
MLPH	Mast_cells
MITF	Mast_cells
MFGE8	Mast_cells
LSAMP	Mast_cells
LRRC66	Mast_cells
LIMA1	Mast_cells
KRT4	Mast_cells
KDELR3	Mast_cells
IDS	Mast_cells
HSPA13	Mast_cells
HS2ST1	Mast_cells
GPM6A	Mast_cells
GP1BA	Mast_cells
GNAZ	Mast_cells
FAM84A	Mast_cells
FAM129B	Mast_cells
EXT1	Mast_cells
ESYT3	Mast_cells
ENO2	Mast_cells
ENAH	Mast_cells
DUSP1	Mast_cells
DGKI	Mast_cells
DDC	Mast_cells
DCLK3	Mast_cells
ITGA2B	Megakaryocytes
GP1BA	Megakaryocytes
ITGB3	Megakaryocytes
MPL	Megakaryocytes
LAT	Megakaryocytes
PLEK	Megakaryocytes
S100A9	Megakaryocytes
S100A8	Megakaryocytes
PF4	Megakaryocytes
F13A1	Megakaryocytes
CD9	Megakaryocytes
EPOR	Megakaryocytes
CXCR4	Megakaryocytes
GP5	Megakaryocytes
CXCR1	Megakaryocytes
CXCR2	Megakaryocytes
SLAMF1	Megakaryocytes
PDE6B	Megakaryocytes
MATK	Megakaryocytes
SPON2	Megakaryocytes
MKL2	Megakaryocytes
TLR9	Megakaryocytes
KIF5B	Megakaryocytes
GATA1	Megakaryocytes
FLI1	Megakaryocytes
PROX1	Megakaryocytes
SYP	Megakaryocytes
TSPAN9	Megakaryocytes
RGS18	Megakaryocytes
TREML1	Megakaryocytes
GATA2	Megakaryocytes
VWF	Megakaryocytes
ALOX12	Megakaryocytes
SELP	Megakaryocytes
NFATC1	Megakaryocytes
CIB1	Megakaryocytes
PLK3	Megakaryocytes
MAFG	Megakaryocytes
IL2RA	Megakaryocytes
PECAM1	Megakaryocytes
PPARG	Megakaryocytes
IL6	Megakaryocytes
IL21R	Megakaryocytes
LRP1	Megakaryocytes
ACHE	Megakaryocytes
VEGFA	Megakaryocytes
TGFB1	Megakaryocytes
GP9	Megakaryocytes
AHR	Melanocytes
MC1R	Melanocytes
PMEL	Melanocytes
PTGDS	Melanocytes
SLC45A2	Melanocytes
MLANA	Melanocytes
MITF	Melanocytes
TYR	Melanocytes
TYRP1	Melanocytes
DCT	Melanocytes
FILIP1L	Melanocytes
GPNMB	Melanocytes
LOXL2	Melanocytes
ZC3H7A	Melanocytes
SLK	Melanocytes
SERPINB1A	Melanocytes
DKK3	Melanocytes
AHNAK2	Melanocytes
HSPB1	Melanocytes
PAX3	Melanocytes
TRPM1	Melanocytes
CTNS	Melanocytes
ENPP1	Melanocytes
SOX9	Melanocytes
BNC2	Melanocytes
MEN1	Melanocytes
POMC	Melanocytes
TFAP2A	Melanocytes
RAB38	Melanocytes
CRABP1	Melanocytes
BMI1	Melanocytes
PTN	Melanocytes
KLC2	Melanocytes
IL24	Melanocytes
TPH2	Melanocytes
PPARA	Melanocytes
PPARD	Melanocytes
PPARG	Melanocytes
PRKCA	Melanocytes
FOXC1	Meningeal_cells
FOXC2	Meningeal_cells
BMP7	Meningeal_cells
ZIC1	Meningeal_cells
ZIC3	Meningeal_cells
ALDH1A2	Meningeal_cells
ALX4	Meningeal_cells
IGF2	Meningeal_cells
VTN	Meningeal_cells
IGFBP2	Meningeal_cells
DCN	Meningeal_cells
LUM	Meningeal_cells
PDGFRA	Meningeal_cells
IL33	Meningeal_cells
PTGDS	Meningeal_cells
NNAT	Meningeal_cells
NOV	Meningeal_cells
SLC47A1	Meningeal_cells
CHGA	Merkel_cells
KRT20	Merkel_cells
FLI1	Merkel_cells
GNAI1	Merkel_cells
VIL1	Merkel_cells
PIEZO2	Merkel_cells
ID2	Merkel_cells
TRPV4	Merkel_cells
ATOH1	Merkel_cells
SOX2	Merkel_cells
TTF1	Merkel_cells
POU4F3	Merkel_cells
GFI1	Merkel_cells
KRT8	Merkel_cells
KRT18	Merkel_cells
PDGFB	Mesangial_cells
PDGFRB	Mesangial_cells
ACTA2	Mesangial_cells
TNS1	Mesangial_cells
SFRP2	Mesangial_cells
ECM1	Mesangial_cells
ANGPT2	Mesangial_cells
FGF1	Mesangial_cells
CTGF	Mesangial_cells
PLAU	Mesangial_cells
GATA3	Mesangial_cells
LEF1	Mesangial_cells
MRC1	Mesangial_cells
PML	Mesangial_cells
OGT	Mesangial_cells
NOCT	Mesangial_cells
NCOA2	Mesangial_cells
PER3	Mesangial_cells
PLA2R1	Mesangial_cells
TRIP4	Mesangial_cells
AMOTL2	Mesangial_cells
LATS2	Mesangial_cells
YAP1	Mesangial_cells
LRP5	Mesangial_cells
MIB1	Mesangial_cells
NOSTRIN	Mesangial_cells
ADAMTSL4	Mesangial_cells
EMILIN1	Mesangial_cells
ITGA8	Mesangial_cells
DYRK1A	Mesangial_cells
ARID5B	Mesangial_cells
CCR7	Mesangial_cells
FN1	Mesangial_cells
PAWR	Mesangial_cells
PTN	Mesangial_cells
SERPINE2	Mesangial_cells
TBX18	Mesangial_cells
TEK	Mesangial_cells
THY1	Mesangial_cells
MYL9	Mesangial_cells
TPM2	Mesangial_cells
CALD1	Mesangial_cells
HOPX	Mesangial_cells
NR4A2	Mesangial_cells
ACTN1	Mesangial_cells
AKAP12	Mesangial_cells
ROCK1	Mesangial_cells
SH3BGRL	Mesangial_cells
RASD1	Mesangial_cells
SNCG	Mesangial_cells
FILIP1L	Mesangial_cells
FLNA	Mesangial_cells
MEF2C	Mesangial_cells
CSTB	Mesangial_cells
SMARCA5	Mesangial_cells
PDE3A	Mesangial_cells
MAP3K20	Mesangial_cells
CALB2	Mesothelial_cells
MUC16	Mesothelial_cells
KRT5	Mesothelial_cells
KRT6A	Mesothelial_cells
DES	Mesothelial_cells
CDH1	Mesothelial_cells
HAS2	Mesothelial_cells
KRT7	Mesothelial_cells
ME1	Mesothelial_cells
ME2	Mesothelial_cells
MSLN	Mesothelial_cells
THBD	Mesothelial_cells
WT1	Mesothelial_cells
LRRN4	Mesothelial_cells
IL17RE	Mesothelial_cells
LOX	Mesothelial_cells
OASL2	Mesothelial_cells
KCNAB1	Mesothelial_cells
PKHD1L1	Mesothelial_cells
SULF1	Mesothelial_cells
DUSP5	Mesothelial_cells
MIR22HG	Mesothelial_cells
COBLL1	Mesothelial_cells
ST3GAL1	Mesothelial_cells
FBXO33	Mesothelial_cells
FZD1	Mesothelial_cells
RASL11A	Mesothelial_cells
CDON	Mesothelial_cells
BCL3	Mesothelial_cells
ACKR3	Mesothelial_cells
NPR1	Mesothelial_cells
PCSK6	Mesothelial_cells
DPP4	Mesothelial_cells
RND1	Mesothelial_cells
GBP2	Mesothelial_cells
C1RA	Mesothelial_cells
MEDAG	Mesothelial_cells
AR	Mesothelial_cells
LGALS7	Mesothelial_cells
GSTT1	Mesothelial_cells
ANO1	Mesothelial_cells
GSTA3	Mesothelial_cells
OSR1	Mesothelial_cells
TWSG1	Mesothelial_cells
MMP23	Mesothelial_cells
ADGRD1	Mesothelial_cells
CRLS1	Mesothelial_cells
FLNC	Mesothelial_cells
PTGS2	Mesothelial_cells
C2	Mesothelial_cells
FMO2	Mesothelial_cells
FMOD	Mesothelial_cells
FGF1	Mesothelial_cells
TRIM30C	Mesothelial_cells
EFEMP1	Mesothelial_cells
FRAS1	Mesothelial_cells
RSPO1	Mesothelial_cells
RARRES2	Mesothelial_cells
GP2	Microfold_cells
SPIB	Microfold_cells
PGLYRP1	Microfold_cells
CCL9	Microfold_cells
EHF	Microfold_cells
ANXA5	Microfold_cells
SOX8	Microfold_cells
MIER3	Microfold_cells
NFIC	Microfold_cells
SERPINB6A	Microfold_cells
CXCL16	Microfold_cells
CTSD	Microfold_cells
CCL20	Microfold_cells
CTSH	Microfold_cells
CCL6	Microfold_cells
MARCKSL1	Microfold_cells
RAC2	Microfold_cells
TNFAIP2	Microfold_cells
FABP5	Microfold_cells
GJB2	Microfold_cells
MFGE8	Microfold_cells
CYBA	Microfold_cells
TMPRSS2	Microfold_cells
AHR	Microfold_cells
MTF1	Microfold_cells
RELB	Microfold_cells
TULP4	Microfold_cells
ONECUT2	Microfold_cells
FOSL2	Microfold_cells
IRF6	Microfold_cells
IRF2	Microfold_cells
ZFP553	Microfold_cells
NFIB	Microfold_cells
FOXP4	Microfold_cells
ITGAM	Microglia
ITGAX	Microglia
C5AR1	Microglia
CX3CR1	Microglia
P2RY12	Microglia
P2RX7	Microglia
CD40	Microglia
TREM2	Microglia
TMEM119	Microglia
GPR34	Microglia
TFF3	Microglia
CBR2	Microglia
ZEB2OS	Microglia
SALL1	Microglia
CSF3R	Microglia
TCIRG1	Microglia
SUSD3	Microglia
GPR183	Microglia
VAV1	Microglia
SLC2A5	Microglia
IL21R	Microglia
IL10RA	Microglia
PTAFR	Microglia
LAG3	Microglia
IL6RA	Microglia
ENTPD1	Microglia
ADRB2	Microglia
TMEM173	Microglia
TBXAS1	Microglia
P2RY6	Microglia
P2RY13	Microglia
CEBPA	Microglia
CD180	Microglia
MYO1F	Microglia
FCRLS	Microglia
OLFML3	Microglia
SIGLECH	Microglia
S100A8	Microglia
LTC4S	Microglia
TGFBR1	Microglia
S100A9	Microglia
LPCAT2	Microglia
ITGB5	Microglia
LAIR1	Microglia
SPHK1	Microglia
COLEC12	Microglia
ALDH1A2	Microglia
AEBP1	Microglia
PTGDS	Microglia
CCR5	Microglia
SLCO2B1	Microglia
PTGS1	Microglia
APBB1IP	Microglia
CYFIP1	Microglia
CYTH4	Microglia
MERTK	Microglia
MAFB	Microglia
HPGDS	Microglia
BIN2	Microglia
FCGR1	Microglia
CMTM6	Microglia
CCL4	Microglia
CCL3	Microglia
CCRL2	Microglia
UCP2	Microglia
CLEC3B	Microglia
MRC2	Microglia
CLEC10A	Microglia
PF4	Microglia
CTS3	Microglia
FCGR3	Microglia
CD53	Microglia
FOS	Microglia
EGR1	Microglia
AIF1	Microglia
CTSS	Microglia
CSF1R	Microglia
SKI	Microglia
C1QB	Microglia
RGS1	Monocytes
CD7	Monocytes
TET2	Monocytes
CD40	Monocytes
DYSF	Monocytes
CMKLR1	Monocytes
MEFV	Monocytes
HCK	Monocytes
PADI4	Monocytes
GHSR	Monocytes
ITGAX	Monocytes
SELE	Monocytes
TLR4	Monocytes
AR	Monocytes
CXCR4	Monocytes
CD86	Monocytes
CCR2	Monocytes
TNFRSF14	Monocytes
MGMT	Monocytes
CD14	Monocytes
CD33	Monocytes
ITGAM	Monocytes
ACE	Monocytes
FUT4	Monocytes
ICAM1	Monocytes
SELL	Monocytes
CD163	Monocytes
FCGR2B	Monocytes
ACP5	Monocytes
MRC1	Monocytes
TNF	Monocytes
PLAU	Monocytes
IRF7	Monocytes
PLSCR1	Monocytes
MX1	Monocytes
IL1RN	Monocytes
IFIT1	Monocytes
IDO1	Monocytes
IFIT3	Monocytes
TNFSF10	Monocytes
CXCL10	Monocytes
S100A9	Monocytes
S100A8	Monocytes
S100A4	Monocytes
CLEC7A	Monocytes
CSF3R	Monocytes
MNDA	Monocytes
ZFP36L2	Monocytes
LTA4H	Monocytes
CLEC12A	Monocytes
CD48	Monocytes
PRTN3	Monocytes
VCAN	Monocytes
LY6C2	Monocytes
IFITM3	Monocytes
FN1	Monocytes
ADGRE1	Monocytes
CD44	Monocytes
CSF1R	Monocytes
CX3CR1	Monocytes
ITGAL	Monocytes
LY6C1	Monocytes
LY6G	Monocytes
PECAM1	Monocytes
PTPRC	Monocytes
